Product Name,Category,Sub-category,Techncal composition,SKU,Duration (only for Seeds),Type of grain/fruit,Seed rate,Crop/Target Crop,Insect/Disease/Deficiency,Dosage,Time of sowing /Time of application,Method of application,Geographies,Disclaimer,Season,1 lineShort Description,"USP's (For CCC, Include mode of action here)",Product Unique ID*,SKU FG Code*,Additional Information,Status*
Shriram Picasol,Plant Nutrition,Liquid Fertilizers,Calcium Di-Hydrogen Phosphate (Liquid),"100ml, 250ml, 500ml, 1 ltr",,,,"Grapes
Apple, Pomegranate, Pome fruits and Pit Fruits
Orange
Tomato, Chilli & Capsicum
Potato",,"Grapes: 2.5 ml/ltr at pruning
Grapes: 5 ml/ ltr at veraison
Apple, Pome & Pit fruits: 2.5 ml/ltr at fruit flesh development
Apple, Pome & Pit fruits: 5 ml/ltr at colour development
Orange: 2.5 ml/ltr at fruit setting
Orange: 5 ml/ltr for colour development
Tomato, Chilli, Capsicum: 500 ml/ acre
Potato: 500 ml/acre","Grapes: April pruning- at bud formation stage
 October pruning
 At veraison stage
Apple, Pome and Pit fruits: At fruit development stage
Orange: Fruit setting and fruit development stage
Tomato, Chilli & Capsicum: At fruit setting stage
Potato: At the time of tuber development",Drip,All India,,"Rabi, Kharif","Liquid calcium phosphate that powers deeper roots, uniform fruit growth, vibrant colour, and longer post-harvest life — for export-quality produce.

","Enhanced nutrient uptake efficiency by combining organic anions with nutrient elements
Increases crop resilience and extends fruit storage life
Strong and deeper roots
Uniformity in fruit and flower development
Better colour development in fruits",Dummy49,DummyFG49,Add information for searchability,Active
Shriram DRIPIT Grapes,Plant Nutrition,Fertigation,"Grade I: NPK 08:32:16 + 2% Sulphur + 0.2% Boron + TE
Grade II: NPK 06:35:25 + 2% Sulphur + 0.1% Boron + TE
Grade III: NPK 05:05:41 + 5% Sulphur + 0.2 % Boron +TE","5kg, 10kg, 25 kg",,,,Grapes,,"Grade I: 5 applications; 10kg/ acre/ application
Grade II: 6 applications; 10kg/ acre/ application
Grade III: 5 applications; 10kg/ acre/ application","Grade I: 5-40 Days after pruning; from pruning to fruit development
Grade II: 40-80 Days after pruning; from initiation of fruit development to veraison 
Grade III: 80-105 Days after pruning; after veraison till fruit ripening",Drip,All India,,"Rabi, Kharif","A 3-stage fertigation program tailored for grape perfection — superior berry size, colour, and taste with unmatched nutrient use efficiency.","Industry leading solution for yield improvement and berry quality
Balanced use of nitrogen as per crop requirements
Reduces the need for other WSFs and micronutrients
Acidic pH and chelated micronutrients for high NUE",Dummy50,DummyFG50,Add information for searchability,Active
Shriram DRIPIT Pome,Plant Nutrition,Fertigation,"Grade I: NPK 07:15:40 + 2% Sulphur + 0.1% Boron +TE
Grade II: NPK 05:05: 41 + 5% Sulphur +0.2% Boron + TE","5kg, 10kg, 25 kg",,,,Pomegranate,,"Grade I: 75 kg/acre (7.5 kg/ acre for 10 applications)
Grade II: 125 kg/acre (10.5 kg/ acre for 12 applications)","Grade I: From pruning to fruit set stage (10-80 days after irrigation)
Grade II: From fruit set to maturity stage (81-165 days after irrigation)",Drip,All Paddy Growing Areas,,"Rabi, Kharif","The most advanced fertigation solution for pomegranates — improves aril-peel ratio, fruit taste, and ensures export-grade uniformity from pruning to maturity.","Industry leading solution for yield improvement and fruit quality
Boosts aril to peel ratio, fruit weight and taste
Balanced use of nitrogen as per crop requirements
Reduces the need of other WSFs and micronutrients
Acidic pH and chelated micronutrients for high NUE",Dummy51,DummyFG51,Add information for searchability,Active
Shriram 734,Seeds,Hybrid Paddy,,1 & 3 Kg,135 -140 days,Medium Slender,6 kg/acre,Rice,,,Kharif,,All Bajra Growing Areas,,Kharif,,"• Mature in 135 - 140 days 
 • More effective & strong tillers 
 • Long panicle (27-28 cm) with more grains",Dummy52,DummyFG52,Add information for searchability,Active
Shriram 8850,Seeds,Hybrid Bajra,,1.5 Kg,75-80 days,Light Grey,1.5 kg/acre,Bajra,,,Kharif & Summer,,"Rajasthan, MP, UP, Haryana",,Kharif & Summer,Medium duration hybrid with long compact cobs suitable for all Bajra growing regions in Kharif,"· Medium duration (75-80 days)
 · Suitable for all Bajra growing areas
 · Long & compact cob
 · Suitable for Kharif",Dummy53,DummyFG53,Add information for searchability,Active
Shriram 8870,Seeds,Hybrid Bajra,,1.5 kg,78-82 days,,,Bajra,,,Kharif,,All Bajra Growing Areas,,Kharif,Medium duration hybrid with green compact cob and disease tolerance,"•Medium maturity (68-72 days)
•High disease tolerance
•Stays green till harvest 
• Long and compact cob",Dummy54,DummyFG54,Add information for searchability,Active
Shriram 8866,Seeds,Hybrid Bajra,,1.5 kg,75-80 days,Amber Grey color,1.5 kg/acre,Bajra,,,Kharif,,Rajasthan & Haryana,,Kharif,Amber grey hybrid with thick solid cobs multiple tillers and strong lodging tolerance,"Long, Thick and Solid cob
More tillers per plant (4-5)
Lodging Tolerance",Dummy55,DummyFG55,Add information for searchability,Active
Shriram B-70,Seeds,Hybrid Bajra,,1.5 Kg,68-72 days,Bold grain with light grey colour,1.5 kg/acre,Bajra,,,Kharif,,All Bajra Growing Areas,,Kharif,"Early hybrid with bold light grey grains that stay green, tolerant to downy mildew and lodging","•Early maturity (68-72 days)
 •Tolerant to Downey mildew and lodging
 •Stays green till harvest 
• Suitable for June-July",Dummy56,DummyFG56,Add information for searchability,Active
Shriram 8860,Seeds,Hybrid Bajra,,1.5 Kg,80-85 days,Bold grain with light grey colour,1.5 kg/acre,Bajra,,,Kharif,,"Bihar, UP, Rajasthan & CG",,Kharif,Medium duration hybrid with strong lodging tolerance,"•Crop duration is 80-85 days 
 •Stay green till harvest 
 •Tolerant to lodging",Dummy57,DummyFG57,Add information for searchability,Active
Rajkumar Gold,Seeds,Hybrid Corn,,1 & 4 Kg,95-105 day,Semi flint type bold grain,8-10 kg/acre,Corn,,,May - July & February - March,,All India,,Kharif & Summer,High yield corn with uniform bold cobs and excellent grain recovery,"• Uniform cobs with more grains 
 • Very good grain yield with 84-88% grain recovery 
 • High yield potential with dense sowing (35000-36000
 plants/acre)",Dummy58,DummyFG58,Add information for searchability,Active
Shriram 9220,Seeds,Hybrid Corn,,1 & 4 Kg,80-85 days,"Yellow organe, Semi flint",8-10 kg/acre,Corn,,,May - July & February - March,,"Rajasthan, MP, UP,Bihar & Gujrat",,Kharif & Summer,"High-performing hybrid with long cobs, rich grain count, and strong drought resilience","• Mature in 80-85 days 
 • Suitable for Green cob and grains 
 • Long cob with more grains 
 • Tolerant to draught 
 • Suitable for June- July , February - March",Dummy59,DummyFG59,Add information for searchability,Active
Shriram 9718,Seeds,Hybrid Corn,,4 Kg,85-100 days,White kernel (Grain),8-10 kg/acre,Corn,,,May-July & October - December,,Maharashtra,,"Rabi, Kharif","White grain hybrid with good yield, shelling percentage and disease tolerance","• Mature in 85-100 days 
 • Tolerant to diseases 
 • Good grain yield (Shelling percent is 81- 82%) 
 • Suitable for Jun-July, Oct-Dec sowing",Dummy60,DummyFG60,Add information for searchability,Active
Shriram 9660,Seeds,Hybrid Corn,,4 Kg,"95-100 day in Kharif , 140-15 0 days in Rabi",Lustrous Orange Yellow semi flint kernels,8-10 kg/acre,Corn,,,Kharif & Rabi,,"MP, Rajasthan & UP",,"Rabi, Kharif",High-yield orange-yellow hybrid with excellent tip filling and stay-green trait,"• Good grain yield around 80%grain recovery 
 • Good tip filling 
 • Healthy and green crop till maturity",Dummy61,DummyFG61,Add information for searchability,Active
Shriram 9698,Seeds,Hybrid Corn,,4 Kg,100-110 days,Dark orange colored lustrous grains,8-10 kg/acre,Corn,,,Kharif,,All India,,Kharif,Lustrous dark orange hybrid with stay-green trait and ideal for dense sowing.,"• Mature in 100-110 days 
 • Dark orange colored lustrous grains 
 • Suitable for dense sowing 
 • Stay green till harvest",Dummy62,DummyFG62,Add information for searchability,Active
Shriram 605,Seeds,Hybrid Corn,,4 Kg,80-85 days,"Yellow organe, Semi flint",8-10 kg/acre,Corn,,,Kharif,,"Bihar, Rajasthan, WB, Assam, CG & Gujrat",,Kharif,Early maturing hybrid with strong drought tolerance and excellent green cob yield,"• Mature in 80-85 days 
 • Tolerant to draught 
 • Good grain yield 
 • Suitable for green cob",Dummy63,DummyFG63,Add information for searchability,Active
Shriram 5511,Seeds,Hybrid Corn,,4 Kg,155-160 days,Orange grains,8-10 kg/acre,Corn,,,Rabi,,North Bt Cotton geography,,Rabi,High-yield rabi hybrid with bold orange grains and attractive heavy cobs.,"• Attractive heavy cobs 
 • Cob placement in mid of the plant 
 • Attractive orange grains",Dummy64,DummyFG64,Add information for searchability,Active
Shriram 331 BG II,Seeds,Bt Cotton,,475gm,155-160 days,Boll weight: 5.5 - 6 g,0.675-0.9 kg/acre,Bt Cotton,,,Kharif,,Maharashtra,,Kharif,"Big bolls with dense growth and high yield, ideal for medium to heavy soils.","• Bigger boll size 
 • More dense growth and higher production 
 • Suitable for medium to heavy soil 
 • Higher yield potential",Dummy65,DummyFG65,Add information for searchability,Active
Shriram Ganga BG II,Seeds,Bt Cotton,,475gm,170 - 180 days,Boll Weight: 5 - 5.5 g,0.675-0.9 kg/acre,Bt Cotton,,,Kharif,,"Haryana, Punjab, Rajasthan",,Kharif,"Long-duration hybrid with strong plants, bold bolls, and premium length fibres.","• Crop duration: 170 - 180 days 
 • Plant height: 165 - 180 cm 
 • Boll weight is 5 - 5.5 g 
 • Best quality fibre: 28 - 29 mm long",Dummy66,DummyFG66,Add information for searchability,Active
Shriram 371,Seeds,Bt Cotton,,475 gm,,,,Bt Cotton,,,Kharif,,"MP, Maharashtra & Gujrat",,Kharif,"Tall, long-duration hybrid with bold bolls and high-quality fibre.","• Crop duration: 170 - 180 days 
• Plant height: 165 - 180 cm 
• Boll weight is 5 - 5.5 g 
• Best quality fibre: 28 - 29 mm long",Dummy67,DummyFG67,Add information for searchability,Active
Shriram Godavari BG II,Seeds,Bt Cotton,,475gm,160 - 170 days,Boll Weight: 5.3-5.8 g,0.675-0.9 kg/acre,Bt Cotton,,,Kharif,,Rajasthan & MP,,Kharif,Medium-duration hybrid with good boll weight and drought tolerance.,"• Crop duration: 160 - 170 days 
 • Boll weight- 4.5 - 5 g 
 • Good drought tolerance",Dummy68,DummyFG68,Add information for searchability,Active
Shriram Shipra BG II,Seeds,Bt Cotton,,475gm,170 - 180 days,Boll Weight: 4.5 - 5 g,0.675-0.9 kg/acre,Bt Cotton,,,Kharif,,"Rajasthan, UP, Haryana, Bihar,Jharkhand, MP, CG & Punjab",,Kharif,"Long, strong fibre hybrid with full pest tolerance and reliable yield.","• Excellent quality fibre: 35 - 36 mm long, strong and shiny 
 • Crop duration: 170 - 180 days 
 • Tolerant to all types of ball worms and sucking pests",Dummy69,DummyFG69,Add information for searchability,Active
Shriram 1666,Seeds,Hybrid Mustard,,0.5 & 1 Kg,125 - 130 days,Medium size bold grains,1 kg/acre,Mustard,,,Rabi,,"Rajasthan, Haryana, Punjab, UP & MP",,Rabi,Bold shiny grains with high branching and pod density for better yield.,"• Crop duration: 125 - 130 days, 
 • More branching, start from bottom 
 • Pods on branches are closer and more in number 
 • Attractive, Shiny, medium size grains",Dummy70,DummyFG70,Add information for searchability,Active
Shriram Multisoft,Seeds,SSG,,5 Kg,,,10-15 kg/acre,SSG,,,Summer & Kharif,,"Rajasthan, Haryana, Punjab, UP & MP",,Summer & Kharif,"Fast-growing, leafy disease-tolerant hybrid ideal for multi-cut with quick regrowth.","• First harvest at 50-55 days 
 • Suitable for multi cutting 
 • Re-growth very fast after each harvest 
 • Tolerant to leafy diseases",Dummy71,DummyFG71,Add information for searchability,Active
Shriram Green Bank,Seeds,SSG,,1 Kg,,,6-7 kg/acre,SSG,,,Summer & Kharif,,"UP, Bihar, Chattisgarh,Jharkhand, MP & Gujrat",,Summer & Kharif,"Protein-rich, sweet fodder hybrid with late flowering, ideal for single cut and silage.","• Suitable for single cutting for dirct feeding & silage
 • More proteins rich feed 
 • Very sweet fodder 
 • Flowers are formed late",Dummy72,DummyFG72,Add information for searchability,Active
Shriram Reshma,Seeds,Hybrid Paddy,,1 & 3 Kg,100–115 days,"Bold, shiny & medium size grains",6 kg/acre,Rice,,,Kharif,,"Assam, Bihar, WB, CG,Jharkhand, UP & MP",,Kharif,"Short-duration hybrid with bold, shiny grains; suitable for early and late sowing.","• Short duration (100–115 days) hybrids 
 • Suitable for early and late sowing 
 • Bold, shiny & medium size grains",Dummy73,DummyFG73,Add information for searchability,Active
Shriram 453,Seeds,Hybrid Paddy,,1 & 3 Kg,140–145 days,"Long, bold and shiny grain",6 kg/acre,Rice,,,Kharif,,Punjab & Haryana,,Kharif,Medium-duration hybrid with strong stem and long bold shiny grains.,"• Medium duration (140–145 days) hybrid 
 • Strong stem, tolerant to lodging 
 • Long, bold and shiny grain",Dummy74,DummyFG74,Add information for searchability,Active
Shriram 432,Seeds,Hybrid Paddy,,3 Kg,130–135 days,long slender grains,6 kg/acre,Rice,,,Kharif,,All Paddy growing areas,,Kharif,Salt-tolerant hybrid with medium duration and slender long grains.,"• Medium duration (130–135 days) hybrid 
 • long slender grains 
 • Good yield even in saltwater",Dummy75,DummyFG75,Add information for searchability,Active
Shriram 735,Seeds,Hybrid Paddy,,3 kg,130-135 days,,,Rice,,,Kharif,,"UP, Bihar, Jharkhand, MP & CG,HP, Haryana & Assam",,Kharif,High-density grain hybrid with good disease tolerance and stable yield.,"• Medium duration (130–135 days) hybrid 
 • Tolerant to diseases 
 • High density grains",Dummy76,DummyFG76,Add information for searchability,Active
Shriram Ageti,Seeds,Hybrid Paddy,,1 & 3 Kg,110 - 115 days,Long slender garin,6 kg/acre,Rice,,,Kharif,,All Paddy growing areas,,Kharif,"Short-duration hybrid with long panicles, performs well in low irrigation conditions.","• Also suitable for sowing in less irrigation water available areas 
 • Crop mature in short duration (110 - 115 days) 
 • Long panicle with more grains",Dummy77,DummyFG77,Add information for searchability,Active
Shriram 470,Seeds,Hybrid Paddy,,3 kg,110-115 days,,,Rice,,,Kharif,,"UP, MP, Bihar & HP",,Kharif,Early maturing hybrid with dense grains and strong pest-disease tolerance.,"• Uniformly filled, high density grains
 • Crop mature in short duration (110 - 115 days) 
 • High pest and disease tolerance",Dummy78,DummyFG78,Add information for searchability,Active
Shriram Khushboo,Seeds,Hybrid Paddy,,1 & 3 Kg,100 - 110 days,Long slender garin,6 kg/acre,Rice,,,Kharif,,"UP, MP, Gujrat & Bihar",,Kharif,Early hybrid with aromatic slender grains and excellent taste,"• Crop mature in 100 - 110 days 
 • Long, slendrical, aromatic rice & delicious in tast • Plant height (105 - 115 cm)",Dummy79,DummyFG79,Add information for searchability,Active
Shriram Nandita,Seeds,Hybrid Paddy,,1 & 3 Kg,115 - 120 days,"Long, slender and aromatic grains",6 kg/acre,Rice,,,Kharif,,"UP, Bihar & MP",,Kharif,Mid-duration aromatic hybrid with slender grains and superior cooking quality.,"• Crop mature in 115 - 120 days 
 • Long, slendrical and aromatic grains 
 • Good cooking quality",Dummy80,DummyFG80,Add information for searchability,Active
Shriram 732,Seeds,Hybrid Paddy,,3 Kg,125 - 130 days,Bold grains,6 kg/acre,Rice,,,Kharif,,"UP, MP, CG ,Gujrat & Jharkhand",,Kharif,Medium-duration hybrid with bold grains and low water requirement.,"• Crops mature in 125 - 130 days 
 • Bold grains 
 • Less irrigation required",Dummy81,DummyFG81,Add information for searchability,Active
Subhat 734 Gold,Seeds,Hybrid Paddy,,3 Kg,130 - 135 days,Medium slender grain,6 kg/acre,Rice,,,Kharif,,"AP, Telangana",,Kharif,"High-yielding hybrid with more tillers, strong virus tolerance, and over 70% milling recovery.","• Tolerant to viral diseases 
 • Crop mature in 130 - 135 days 
 • Milling is more than 70 percent 
 • More tillers and higher yield potential",Dummy82,DummyFG82,Add information for searchability,Active
Shriram 422,Seeds,Bt Cotton,,475 gm,150 - 170 days,Boll Weight: 5 - 5.5 g,0.8-0.9 kg/acre,Bt Cotton,,,Kharif,,"MH, MP, GJ",,Kharif,High boll count hybrid with easy picking and good response to management.,"More Bolls par plant/li>
Easy Picking
Perform well in good Management",Dummy83,DummyFG83,Add information for searchability,Active
Shriram 412,Seeds,Bt Cotton,,475 gm,150 - 15 days,Boll Weight: 5 - 5.5 g,0.675-0.9 kg/ acre,Bt Cotton,,,Kharif,,"Haryana, Punjab, RJ",,Kharif,High-yield semi-erect hybrid with big bolls and strong performance.,"Big Boll size (Avg wt. 5.5 gm)
Semi Erect plant
High Yield",Dummy84,DummyFG84,Add information for searchability,Active
