pincode,state,district,subDistrict,locality
416519,MAHARASHTRA,SINDHUDURG,Kudal,Bengaon
416520,MAHARASHTRA,SINDHUDURG,Kudal,Bambarde Tarf Kalsuli
416521,MAHARASHTRA,SINDHUDURG,Kudal,Bhadgaon Kh.
416522,MAHARASHTRA,SINDHUDURG,Kudal,Pat
416523,MAHARASHTRA,SINDHUDURG,Vengurla,Gavan
416524,MAHARASHTRA,SINDHUDURG,Kudal,Chendawan
416525,MAHARASHTRA,SINDHUDURG,Kudal,Mankadevi
416526,MAHARASHTRA,KOLHAPUR,Gadhinglaj,Ainapur
416527,MAHARASHTRA,KOLHAPUR,Chandgad,Kalasgade
416528,MAHARASHTRA,SINDHUDURG,Kudal,Pinguli
416529,MAHARASHTRA,SINDHUDURG,Vengurla,Khatarwadi
416531,MAHARASHTRA,SINDHUDURG,Sawantwadi,Shirshinge
416534,MAHARASHTRA,SINDHUDURG,Kudal,Gaorai
416549,MAHARASHTRA,SINDHUDURG,Dodamarg,Ghotge
416550,MAHARASHTRA,SINDHUDURG,Kudal,Kudal
416551,MAHARASHTRA,KOLHAPUR,Gadhinglaj,Tanavadi
416552,MAHARASHTRA,KOLHAPUR,Chandgad,Date
416601,MAHARASHTRA,SINDHUDURG,Kankavli,Bavshi
416602,MAHARASHTRA,SINDHUDURG,Kankavli,Main
416603,MAHARASHTRA,SINDHUDURG,Kankavli,Bordave
416604,MAHARASHTRA,SINDHUDURG,Malwan,Kusarave
416605,MAHARASHTRA,SINDHUDURG,Malwan,Salel
416606,MAHARASHTRA,SINDHUDURG,Malwan,Gavaliwadi
416608,MAHARASHTRA,SINDHUDURG,Malwan,Kava
416609,MAHARASHTRA,SINDHUDURG,Kankavli,Kumbhavade
416610,MAHARASHTRA,SINDHUDURG,Devgad,Hadpid
416611,MAHARASHTRA,SINDHUDURG,Devgad,Gadhitamhane
416612,MAHARASHTRA,SINDHUDURG,Devgad,Elaye
416613,MAHARASHTRA,SINDHUDURG,Devgad,Juveshwar
416614,MAHARASHTRA,SINDHUDURG,Malwan,Bhandarwada
416615,MAHARASHTRA,SINDHUDURG,Devgad,Mithbaon
416616,MAHARASHTRA,SINDHUDURG,Malwan,Amavane
416620,MAHARASHTRA,SINDHUDURG,Kankavli,Kalasuli
416623,MAHARASHTRA,SINDHUDURG,Devgad,Mondpar
416626,MAHARASHTRA,SINDHUDURG,Malwan,Juva Pankhol
416628,MAHARASHTRA,SINDHUDURG,Kudal,Kunde
416630,MAHARASHTRA,SINDHUDURG,Devgad,Dahibaon
416632,MAHARASHTRA,SINDHUDURG,Kudal,Sonavade Tarf Kalsuli
416701,MAHARASHTRA,RATNAGIRI,Lanja,Bapere
416702,MAHARASHTRA,RATNAGIRI,Chiplun,Adare
416703,MAHARASHTRA,SINDHUDURG,Devgad,Kunkawan
416704,MAHARASHTRA,RATNAGIRI,Rajapur,Kajirda
416705,MAHARASHTRA,RATNAGIRI,Rajapur,Kasarwadi
416707,MAHARASHTRA,RATNAGIRI,Rajapur,Avalichi Wadi
416709,MAHARASHTRA,RATNAGIRI,Rajapur,Katradevi (sagave)
416712,MAHARASHTRA,RATNAGIRI,Lanja,Beni Bk.
416713,MAHARASHTRA,RATNAGIRI,Rajapur,Terwan
416801,MAHARASHTRA,SINDHUDURG,Kankavli,Saliste
416803,MAHARASHTRA,SINDHUDURG,Devgad,Palekarwadi
416804,MAHARASHTRA,SINDHUDURG,Devgad,Kasaba Waghotan
416805,MAHARASHTRA,SINDHUDURG,Devgad,Kalambai
416806,MAHARASHTRA,SINDHUDURG,Devgad,Rameshwar
416807,MAHARASHTRA,SINDHUDURG,Devgad,Tirlot
416810,MAHARASHTRA,SINDHUDURG,Vaibhavvadi,Jambhavade
416811,MAHARASHTRA,SINDHUDURG,Devgad,Pombhurle
416812,MAHARASHTRA,SINDHUDURG,Kudal,Anav
416813,MAHARASHTRA,SINDHUDURG,Vaibhavvadi,Akhavane
421002,MAHARASHTRA,THANE,Kalyan,Kalyan
421004,MAHARASHTRA,THANE,Kalyan,Kalyan
421005,MAHARASHTRA,THANE,Kalyan,Kalyan
421101,MAHARASHTRA,THANE,Bhiwandi,Anhe
421102,MAHARASHTRA,THANE,Kalyan,Kalyan
421103,MAHARASHTRA,THANE,Kalyan,Kolimb
421201,MAHARASHTRA,THANE,Kalyan,Kalyan
421202,MAHARASHTRA,THANE,Kalyan,Kalyan
421203,MAHARASHTRA,THANE,Kalyan,Kalyan
421204,MAHARASHTRA,THANE,Ambarnath,Kakadwal
421301,MAHARASHTRA,THANE,Kalyan,Kalyan
421302,MAHARASHTRA,THANE,Bhiwandi,AAMRAI
421303,MAHARASHTRA,THANE,Vada,Akhada
421305,MAHARASHTRA,THANE,Bhiwandi,Bhiwandi
421306,MAHARASHTRA,THANE,Ambarnath,Dhoke (Dapivali)
421308,MAHARASHTRA,THANE,Bhiwandi,Bhiwandi
421311,MAHARASHTRA,THANE,Bhiwandi,Pimpalner
421312,MAHARASHTRA,THANE,Vada,Dakivali
421401,MAHARASHTRA,THANE,Murbad,Dangurle
421402,MAHARASHTRA,THANE,Murbad,Goregaon
421403,MAHARASHTRA,THANE,Shahapur,Asnoli
421501,MAHARASHTRA,THANE,Ambarnath,Ambarnath
421502,MAHARASHTRA,THANE,Ambarnath,Ambarnath
421503,MAHARASHTRA,THANE,Ambarnath,Ambeshiv Kh
421505,MAHARASHTRA,THANE,Ambarnath,Ambarnath
421506,MAHARASHTRA,THANE,Ambarnath,Ambarnath
421601,MAHARASHTRA,THANE,Shahapur,Aghai
421602,MAHARASHTRA,THANE,Shahapur,Dhakane
421603,MAHARASHTRA,THANE,Shahapur,Kukambhe
421605,MAHARASHTRA,THANE,Shahapur,Ambivali
422001,MAHARASHTRA,NASHIK,Nashik,Nashik
422002,MAHARASHTRA,NASHIK,Nashik,Nashik
422003,MAHARASHTRA,NASHIK,Nashik,Asewadi
422004,MAHARASHTRA,NASHIK,Nashik,Khatwad
422005,MAHARASHTRA,NASHIK,Nashik,Nashik
422006,MAHARASHTRA,NASHIK,Nashik,Nashik
422007,MAHARASHTRA,NASHIK,Surgana,Bhati
422008,MAHARASHTRA,NASHIK,Nashik,Nashik
422009,MAHARASHTRA,NASHIK,Nashik,Nashik
422010,MAHARASHTRA,NASHIK,Nashik,Nashik
422011,MAHARASHTRA,NASHIK,Nashik,Nashik
422012,MAHARASHTRA,NASHIK,Nashik,Nashik
422013,MAHARASHTRA,NASHIK,Nashik,Bhonsala Military School
422101,MAHARASHTRA,NASHIK,Nashik,Belgaon Dhaga
422102,MAHARASHTRA,NASHIK,Sinnar,Chincholi
422103,MAHARASHTRA,NASHIK,Sinnar,Dhondvirnagar
422104,MAHARASHTRA,NASHIK,Sinnar,Dahiwadi
422105,MAHARASHTRA,NASHIK,Nashik,Kotamgaon
422112,MAHARASHTRA,NASHIK,Sinnar,Datli
422113,MAHARASHTRA,NASHIK,Sinnar,Malegaon
422201,MAHARASHTRA,NASHIK,Niphad,Chandori
422202,MAHARASHTRA,NASHIK,Dindori,Bandharpada
422203,MAHARASHTRA,NASHIK,Nashik,Devargaon
422204,MAHARASHTRA,NASHIK,Trimbakeshwar,Chinchwad
422205,MAHARASHTRA,NASHIK,Dindori,Varkhede
422206,MAHARASHTRA,NASHIK,Niphad,Niphad
422207,MAHARASHTRA,NASHIK,Nashik,Kokangaon
422208,MAHARASHTRA,NASHIK,Peint,Abasa (N.V.)
422209,MAHARASHTRA,NASHIK,Niphad,Davachwadi
422210,MAHARASHTRA,NASHIK,Niphad,Bhendali
422211,MAHARASHTRA,NASHIK,Surgana,Bhadar
422212,MAHARASHTRA,NASHIK,Trimbakeshwar,Ambai
422213,MAHARASHTRA,NASHIK,Trimbakeshwar,Talegaon Anjneri
422214,MAHARASHTRA,NASHIK,Trimbakeshwar,Deogaon
422215,MAHARASHTRA,NASHIK,Dindori,Chausale
422221,MAHARASHTRA,NASHIK,Niphad,Niphad
422222,MAHARASHTRA,NASHIK,Nashik,Govardhan
422301,MAHARASHTRA,NASHIK,Nashik,Pimpri
422302,MAHARASHTRA,NASHIK,Niphad,Datyane
422303,MAHARASHTRA,NASHIK,Niphad,Dharangaon Veer
422304,MAHARASHTRA,NASHIK,Niphad,Khadak Malegaon
422305,MAHARASHTRA,NASHIK,Niphad,Dhanore
422306,MAHARASHTRA,NASHIK,Niphad,Pimpalas
422308,MAHARASHTRA,NASHIK,Niphad,Panchkeshwar
422401,MAHARASHTRA,NASHIK,Nashik,Barnes High School
422402,MAHARASHTRA,NASHIK,Igatpuri,Ahurli
422403,MAHARASHTRA,NASHIK,Igatpuri,Belgaon Tarhale
422501,MAHARASHTRA,NASHIK,Nashik,Nashik
422502,MAHARASHTRA,NASHIK,Sinnar,Agas Khind
422601,MAHARASHTRA,AHMED NAGAR,Akola,Dhokri
422602,MAHARASHTRA,AHMED NAGAR,Sangamner,Balandri
422603,MAHARASHTRA,AHMED NAGAR,Sangamner,Dhupe
422604,MAHARASHTRA,AHMED NAGAR,Akola,Kelungan
422605,MAHARASHTRA,AHMED NAGAR,Sangamner,Ambhore
422606,MAHARASHTRA,NASHIK,Sinnar,Kankori
422608,MAHARASHTRA,AHMED NAGAR,Sangamner,Maladad
422610,MAHARASHTRA,AHMED NAGAR,Akola,Ambit
422611,MAHARASHTRA,AHMED NAGAR,Rahta,Kale vasti
422620,MAHARASHTRA,AHMED NAGAR,Sangamner,Dolasane
422622,MAHARASHTRA,AHMED NAGAR,Sangamner,Darewadi
423101,MAHARASHTRA,NASHIK,Chandvad,Asarkhede
423102,MAHARASHTRA,NASHIK,Deola,Hanmantpada
423104,MAHARASHTRA,NASHIK,Nandgaon,Astagaon
423105,MAHARASHTRA,NASHIK,Malegaon,Kankrale
423106,MAHARASHTRA,NASHIK,Nandgaon,Dheku Bk.
423107,MAHARASHTRA,AHMED NAGAR,Rahta,Adgaon Kh.
423108,MAHARASHTRA,NASHIK,Malegaon,Ravalgaon
423109,MAHARASHTRA,AHMED NAGAR,Rahta,Karwadi
423110,MAHARASHTRA,NASHIK,Deola,Chinchave (Nimbait)
423111,MAHARASHTRA,NASHIK,Chandvad,Pimpalnare
423117,MAHARASHTRA,NASHIK,Chandvad,Bhayale
423201,MAHARASHTRA,NASHIK,Malegaon,Dhavali Vihir
423202,MAHARASHTRA,NASHIK,Malegaon,Belgaon
423203,MAHARASHTRA,NASHIK,Malegaon,Sangameshwar
423204,MAHARASHTRA,NASHIK,Baglan,Ambasan
423205,MAHARASHTRA,NASHIK,Malegaon,Jalku
423206,MAHARASHTRA,NASHIK,Malegaon,Garegaon
423208,MAHARASHTRA,NASHIK,Malegaon,Kaulane (N)
423212,MAHARASHTRA,NASHIK,Malegaon,Dubagule
423213,MAHARASHTRA,NASHIK,Baglan,Dhandri
423301,MAHARASHTRA,NASHIK,Baglan,Bijorase
423302,MAHARASHTRA,NASHIK,Baglan,Daswel
423303,MAHARASHTRA,NASHIK,Baglan,Askheda
423401,MAHARASHTRA,NASHIK,Yevla,Babhulgaon Kh.
423402,MAHARASHTRA,NASHIK,Yevla,Angulgaon
423403,MAHARASHTRA,NASHIK,Yevla,Dhamode
423501,MAHARASHTRA,NASHIK,Kalwan,Bendipada (N.V.)
423502,MAHARASHTRA,NASHIK,Kalwan,Amburdi Bk.
423601,MAHARASHTRA,AHMED NAGAR,Kopargaon,Bhakata niwas
423602,MAHARASHTRA,AHMED NAGAR,Kopargaon,Jadhav vasti
423603,MAHARASHTRA,AHMED NAGAR,Kopargaon,Anchalgaon
423604,MAHARASHTRA,AHMED NAGAR,Kopargaon,Karwadi fata
423605,MAHARASHTRA,AHMED NAGAR,Kopargaon,Javalke
423607,MAHARASHTRA,AHMED NAGAR,Kopargaon,Gurudeop ashram
423701,MAHARASHTRA,AURANGABAD,Vaijapur,Bajathan
423702,MAHARASHTRA,AURANGABAD,Gangapur,Devli
423703,MAHARASHTRA,AURANGABAD,Vaijapur,Bendawadi
424001,MAHARASHTRA,DHULE,Dhule,Dhule
424002,MAHARASHTRA,DHULE,Sakri,Chhavadi
424004,MAHARASHTRA,DHULE,Dhule,Agriculture College
424005,MAHARASHTRA,DHULE,Dhule,Biladi
424006,MAHARASHTRA,DHULE,Dhule,Bendrepada
424101,MAHARASHTRA,JALGAON,Chalisgaon,Chalisgaon
424102,MAHARASHTRA,JALGAON,Bhadgaon,Malgaon
424103,MAHARASHTRA,JALGAON,Bhadgaon,Bornar
424104,MAHARASHTRA,JALGAON,Pachora,indiranagar
424105,MAHARASHTRA,JALGAON,Bhadgaon,Anjan Vihire
424106,MAHARASHTRA,JALGAON,Chalisgaon,Kadhere
424107,MAHARASHTRA,JALGAON,Bhadgaon,Adalase
424108,MAHARASHTRA,JALGAON,Chalisgaon,Ghodegaon
424109,MAHARASHTRA,NASHIK,Nandgaon,Hingane Dehere
424119,MAHARASHTRA,JALGAON,Chalisgaon,Chambhardi Kh.
424201,MAHARASHTRA,JALGAON,Pachora,Bhula colony
424202,MAHARASHTRA,JALGAON,Pachora,Lakh .
424203,MAHARASHTRA,JALGAON,Pachora,Atalgavhan
424204,MAHARASHTRA,JALGAON,Jamner,Shendurni
424205,MAHARASHTRA,JALGAON,Jamner,Pahur Peth
424206,MAHARASHTRA,JALGAON,Jamner,Garkhede Bk
424207,MAHARASHTRA,JALGAON,Jamner,Tondapur
424208,MAHARASHTRA,JALGAON,Jamner,Chincholi Pimpri
424301,MAHARASHTRA,DHULE,Dhule,Anchade
424302,MAHARASHTRA,DHULE,Dhule,Deur Bk.
424303,MAHARASHTRA,DHULE,Dhule,Bhadane
424304,MAHARASHTRA,DHULE,Sakri,Amali
424305,MAHARASHTRA,DHULE,Sakri,Bramhanwel
424306,MAHARASHTRA,DHULE,Sakri,Degaon
424307,MAHARASHTRA,DHULE,Dhule,Dapura
424308,MAHARASHTRA,DHULE,Dhule,Chande
424309,MAHARASHTRA,DHULE,Dhule,Valkhede
424310,MAHARASHTRA,DHULE,Sakri,Malpur
424311,MAHARASHTRA,DHULE,Dhule,Babre
424318,MAHARASHTRA,DHULE,Dhule,Gad-utar
425001,MAHARASHTRA,JALGAON,Jalgaon,Jalgaon
425002,MAHARASHTRA,JALGAON,Jalgaon,Fupanagari
425003,MAHARASHTRA,JALGAON,Jalgaon,Kadgaon
425004,MAHARASHTRA,JALGAON,Jalgaon,Jalgaon
425101,MAHARASHTRA,JALGAON,Jalgaon,Asoda
425102,MAHARASHTRA,JALGAON,Jalgaon,Deulwade
425103,MAHARASHTRA,JALGAON,Erandol,Hari Vitthal nagar
425104,MAHARASHTRA,JALGAON,Dharangaon,Ahire Bk.
425105,MAHARASHTRA,JALGAON,Amalner,Ekrukhi
425107,MAHARASHTRA,JALGAON,Chopda,Chopda
425108,MAHARASHTRA,JALGAON,Chopda,Akulkhede
425109,MAHARASHTRA,JALGAON,Erandol,Hanmantkhede Bk.
425110,MAHARASHTRA,JALGAON,Erandol,Talai
425111,MAHARASHTRA,JALGAON,Parola,Bilali
425112,MAHARASHTRA,JALGAON,Parola,Toli
425113,MAHARASHTRA,JALGAON,Parola,bholane tanda
425114,MAHARASHTRA,JALGAON,Jamner,Kekat Nimbhora
425115,MAHARASHTRA,JALGAON,Pachora,Samner
425116,MAHARASHTRA,JALGAON,Jalgaon,Daulatpur
425201,MAHARASHTRA,JALGAON,Bhusawal,Sakegaon
425203,MAHARASHTRA,JALGAON,Raver,Raipur
425301,MAHARASHTRA,JALGAON,Yawal,Khalkot
425302,MAHARASHTRA,JALGAON,Yawal,Kolnhavi
425303,MAHARASHTRA,JALGAON,Chopda,Adwad
425304,MAHARASHTRA,JALGAON,Yawal,Anjale
425305,MAHARASHTRA,JALGAON,Bhusawal,Fulgaon
425306,MAHARASHTRA,JALGAON,Muktainagar (Edlabad),Belaswadi
425307,MAHARASHTRA,JALGAON,Bhusawal,Kanhale Bk.
425308,MAHARASHTRA,JALGAON,Bhusawal,Bohardi Kh
425309,MAHARASHTRA,JALGAON,Bhusawal,Jalgaon Kh
425310,MAHARASHTRA,JALGAON,Bodvad,Borgaon
425311,MAHARASHTRA,JALGAON,Bhusawal,Mandavedigar
425327,MAHARASHTRA,JALGAON,Muktainagar (Edlabad),Charthane
425401,MAHARASHTRA,JALGAON,Amalner,Ambasan
425402,MAHARASHTRA,JALGAON,Amalner,Amalgaon
425403,MAHARASHTRA,DHULE,Sindkhede,Ajande Bk
425404,MAHARASHTRA,DHULE,Sindkhede,Gavhane
425405,MAHARASHTRA,DHULE,Shirpur,Ahilyapur
425406,MAHARASHTRA,DHULE,Sindkhede,Amalathe
425407,MAHARASHTRA,DHULE,Sindkhede,Chimthane
425408,MAHARASHTRA,DHULE,Sindkhede,Anjanvihire
425409,MAHARASHTRA,NANDURBAR,Shahade,Ambapur
425410,MAHARASHTRA,NANDURBAR,Shahade,Kalambu
425411,MAHARASHTRA,NANDURBAR,Nandurbar,Chakle
425412,MAHARASHTRA,NANDURBAR,Nandurbar,Ambapur
425413,MAHARASHTRA,NANDURBAR,Talode,Alwan
425414,MAHARASHTRA,NANDURBAR,Akrani,Astamba
425415,MAHARASHTRA,NANDURBAR,Akkalkuwa,Gadwani
425416,MAHARASHTRA,NANDURBAR,Nawapur,Amsarpada
425417,MAHARASHTRA,NANDURBAR,Nawapur,Bilbare
425418,MAHARASHTRA,NANDURBAR,Nawapur,Amlan
425419,MAHARASHTRA,NANDURBAR,Akkalkuwa,Bharadipadar
425420,MAHARASHTRA,JALGAON,Amalner,Khedi Kh.pr. Amalner
425421,MAHARASHTRA,DHULE,Shirpur,Adhe
425422,MAHARASHTRA,NANDURBAR,Shahade,Bupkari
425423,MAHARASHTRA,NANDURBAR,Shahade,Khamkheda
425424,MAHARASHTRA,NANDURBAR,Shahade,Asus
425426,MAHARASHTRA,NANDURBAR,Nawapur,Bandharpada
425427,MAHARASHTRA,DHULE,Shirpur,Anturli
425428,MAHARASHTRA,DHULE,Shirpur,Borpani
425432,MAHARASHTRA,NANDURBAR,Akrani,Bhadal
425442,MAHARASHTRA,NANDURBAR,Talode,Chhotadhanpur
425444,MAHARASHTRA,NANDURBAR,Shahade,Bhongra
425452,MAHARASHTRA,NANDURBAR,Akkalkuwa,Barisugas
425501,MAHARASHTRA,JALGAON,Raver,Udhali Kh
425502,MAHARASHTRA,JALGAON,Raver,Kochur Kh.
425503,MAHARASHTRA,JALGAON,Yawal,Bhamnod
425504,MAHARASHTRA,JALGAON,Yawal,Jamnya
425505,MAHARASHTRA,JALGAON,Raver,Chinawal
425506,MAHARASHTRA,JALGAON,Raver,Andalwadi
425507,MAHARASHTRA,JALGAON,Raver,Khirdi Kh.
425508,MAHARASHTRA,JALGAON,Raver,Ajanad
425524,MAHARASHTRA,JALGAON,Yawal,Amode
431001,MAHARASHTRA,AURANGABAD,Aurangabad,Aurangabad
431002,MAHARASHTRA,AURANGABAD,Gangapur,Asegaon
431003,MAHARASHTRA,AURANGABAD,Aurangabad,Aurangabad
431004,MAHARASHTRA,AURANGABAD,Aurangabad,Aurangabad
431005,MAHARASHTRA,AURANGABAD,Aurangabad,Kranti Chowk
431006,MAHARASHTRA,AURANGABAD,Aurangabad,Chikalthana I A
431007,MAHARASHTRA,AURANGABAD,Aurangabad,Alampur
431008,MAHARASHTRA,AURANGABAD,Aurangabad,Bakapur
431009,MAHARASHTRA,AURANGABAD,Aurangabad,Aurangabad
431010,MAHARASHTRA,AURANGABAD,Aurangabad,deolai parisar
431101,MAHARASHTRA,AURANGABAD,Khuldabad,Gadana
431102,MAHARASHTRA,AURANGABAD,Kannad,Kadarpur
431103,MAHARASHTRA,AURANGABAD,Kannad,Amba
431104,MAHARASHTRA,AURANGABAD,Kannad,Jawakheda Kh.
431105,MAHARASHTRA,AURANGABAD,Paithan,Aliyabad
431107,MAHARASHTRA,AURANGABAD,Paithan,Apegaon
431109,MAHARASHTRA,AURANGABAD,Vaijapur,Bhalgaon
431110,MAHARASHTRA,AURANGABAD,Gangapur,Jamgaon
431111,MAHARASHTRA,AURANGABAD,Phulambri,Bhalgaon
431112,MAHARASHTRA,AURANGABAD,Sillod,Dongargaon
431113,MAHARASHTRA,AURANGABAD,Sillod,Bharadi
431114,MAHARASHTRA,JALNA,Bhokardan,Belura
431115,MAHARASHTRA,AURANGABAD,Vaijapur,Babhulgaon Bk.
431116,MAHARASHTRA,AURANGABAD,Vaijapur,Biloli
431117,MAHARASHTRA,AURANGABAD,Sillod,Ajantha
431118,MAHARASHTRA,AURANGABAD,Soegaon,Dabha
431120,MAHARASHTRA,AURANGABAD,Soegaon,Galwada (soegaon)
431121,MAHARASHTRA,AURANGABAD,Paithan,Daregaon
431122,MAHARASHTRA,BEED,Bid,Atharwan Pimpri
431123,MAHARASHTRA,BEED,Kaij,Bankaranja
431124,MAHARASHTRA,BEED,Dharur,Aswala
431125,MAHARASHTRA,BEED,Bid,Doiphodwadi
431126,MAHARASHTRA,BEED,Bid,Ambil Wadgaon
431127,MAHARASHTRA,BEED,Georai,Antarvali Bk.
431128,MAHARASHTRA,BEED,Parli,Borkhed
431129,MAHARASHTRA,BEED,Georai,Bhend Takli
431130,MAHARASHTRA,BEED,Georai,Ardhapimpri
431131,MAHARASHTRA,BEED,Manjlegaon,Chhotiwadi
431132,MAHARASHTRA,AURANGABAD,Sillod,Adgaon Shivna
431133,MAHARASHTRA,AURANGABAD,Gangapur,Bhoigaon
431134,MAHARASHTRA,AURANGABAD,Phulambri,Naigaon
431135,MAHARASHTRA,AURANGABAD,Sillod,Gavhali Tanda
431136,MAHARASHTRA,AURANGABAD,Gangapur,Ghanegaon
431137,MAHARASHTRA,AURANGABAD,Paithan,Hiwara Chondhala
431142,MAHARASHTRA,BEED,Manjlegaon,Jaykowadi
431143,MAHARASHTRA,BEED,Georai,Aher Vahegaon
431144,MAHARASHTRA,BEED,Wadwani,Dukdegaon
431147,MAHARASHTRA,AURANGABAD,Kannad,Dahegaon
431148,MAHARASHTRA,AURANGABAD,Paithan,Katpur
431150,MAHARASHTRA,AURANGABAD,Soegaon,Anjola
431151,MAHARASHTRA,AURANGABAD,Phulambri,Babhulgaon
431152,MAHARASHTRA,AURANGABAD,Phulambri,Daregaon
431153,MAHARASHTRA,BEED,Bid,Aher Dhanora
431154,MAHARASHTRA,AURANGABAD,Aurangabad,Georai Kubri
431202,MAHARASHTRA,JALNA,Badnapur,Ambadgaon
431203,MAHARASHTRA,JALNA,Jalna,Ghanewadi
431204,MAHARASHTRA,JALNA,Badnapur,Dawargaon
431205,MAHARASHTRA,JALNA,Ambad,Balegaon
431206,MAHARASHTRA,JALNA,Jafferabad,Andhari
431207,MAHARASHTRA,JALNA,Jalna,Hatwan
431208,MAHARASHTRA,JALNA,Jafferabad,Dahigaon
431209,MAHARASHTRA,JALNA,Ghansawangi,Deoli Ambad
431211,MAHARASHTRA,JALNA,Ghansawangi,Kothala Bk.
431212,MAHARASHTRA,JALNA,Ambad,Ankushnagar
431213,MAHARASHTRA,JALNA,Badnapur,Chanegaon
431214,MAHARASHTRA,JALNA,Partur,Babai
431215,MAHARASHTRA,JALNA,Badnapur,Dongargaon
431401,MAHARASHTRA,PARBHANI,Parbhani,Parbhani
431402,MAHARASHTRA,PARBHANI,Parbhani,Amadapur
431501,MAHARASHTRA,JALNA,Partur,Babultara
431502,MAHARASHTRA,JALNA,Partur,Shelgaon
431503,MAHARASHTRA,PARBHANI,Sailu,Ambegaon Diger
431504,MAHARASHTRA,JALNA,Mantha,DEVGAON BO
431505,MAHARASHTRA,PARBHANI,Sailu,Kajali Rohina
431506,MAHARASHTRA,PARBHANI,Pathri,Devegaon
431507,MAHARASHTRA,JALNA,Partur,Asangaon
431508,MAHARASHTRA,PARBHANI,Jintur,Kadsawangi
431509,MAHARASHTRA,PARBHANI,Jintur,Asegaon
431510,MAHARASHTRA,PARBHANI,Jintur,Angalgaon
431511,MAHARASHTRA,PARBHANI,Purna,Ajdapur
431512,MAHARASHTRA,HINGOLI,Basmath,Asegaon
431513,MAHARASHTRA,HINGOLI,Hingoli,Bhuli
431514,MAHARASHTRA,PARBHANI,Sonpeth,Awalgaon
431515,MAHARASHTRA,BEED,Parli,Daithana Ghat
431516,MAHARASHTRA,PARBHANI,Sonpeth,Dighol Islampur
431517,MAHARASHTRA,BEED,Kaij,Anegaon
431518,MAHARASHTRA,BEED,Kaij,Aurangpur
431519,MAHARASHTRA,BEED,Ambejogai,Daradwadi
431520,MAHARASHTRA,BEED,Parli,Parli
431521,MAHARASHTRA,PARBHANI,Parbhani,Borwand bk.
431522,MAHARASHTRA,LATUR,Renapur,Bitargaon
431523,MAHARASHTRA,BEED,Ambejogai,Chothewadi
431530,MAHARASHTRA,BEED,Parli,Limbuta
431536,MAHARASHTRA,PARBHANI,Gangakhed,damnarwadi
431537,MAHARASHTRA,PARBHANI,Parbhani,Bhogaon
431540,MAHARASHTRA,PARBHANI,Parbhani,Arvi
431541,MAHARASHTRA,PARBHANI,Manwath,Bhosa
431542,MAHARASHTRA,HINGOLI,Sengaon,Barda
431601,MAHARASHTRA,NANDED,Nanded,Jaitapur
431602,MAHARASHTRA,NANDED,Naigaon (Khairgaon),Barbada
431603,MAHARASHTRA,NANDED,Bhokar,Amdari
431604,MAHARASHTRA,NANDED,Bhokar,Amdari
431605,MAHARASHTRA,NANDED,Bhokar,Amdari
431606,MAHARASHTRA,NANDED,Loha,Derla
431701,MAHARASHTRA,HINGOLI,Kalamnuri,Bhategaon
431702,MAHARASHTRA,HINGOLI,Hingoli,Ambheri
431703,MAHARASHTRA,HINGOLI,Sengaon,Garkheda
431704,MAHARASHTRA,NANDED,Ardhapur,Barasgaon
431705,MAHARASHTRA,HINGOLI,Aundha (Nagnath),Anjanwada
431707,MAHARASHTRA,NANDED,Nanded,Borgaon Telang
431708,MAHARASHTRA,NANDED,Loha,Adgaon
431709,MAHARASHTRA,NANDED,Naigaon (Khairgaon),Awrala
431710,MAHARASHTRA,NANDED,Biloli,Arli
431711,MAHARASHTRA,NANDED,Biloli,Bamni Bk.
431712,MAHARASHTRA,NANDED,Hadgaon,Bamani
431713,MAHARASHTRA,NANDED,Hadgaon,Dhakyachiwadi
431714,MAHARASHTRA,NANDED,Kandhar,Babulgaon
431715,MAHARASHTRA,NANDED,Mukhed,Bavanwadi
431716,MAHARASHTRA,NANDED,Mukhed,Dabka Raja
431717,MAHARASHTRA,NANDED,Deglur,Bhaktapur
431718,MAHARASHTRA,NANDED,Deglur,Balegaon
431719,MAHARASHTRA,NANDED,Mukhed,Chondi
431720,MAHARASHTRA,PARBHANI,Palam,Digras
431721,MAHARASHTRA,NANDED,Mahoor,Anjani
431722,MAHARASHTRA,NANDED,Naigaon (Khairgaon),Aluwadgaon
431723,MAHARASHTRA,NANDED,Deglur,Antapur
431731,MAHARASHTRA,NANDED,Biloli,Golegaon
431736,MAHARASHTRA,NANDED,Biloli,Adampur
431741,MAHARASHTRA,NANDED,Ardhapur,Belsar
431742,MAHARASHTRA,NANDED,Kandhar,Bolka
431743,MAHARASHTRA,NANDED,Hadgaon,Bhategaon
431745,MAHARASHTRA,NANDED,Ardhapur,Amrapur
431746,MAHARASHTRA,NANDED,Kandhar,Dhanora (Kavtha)
431750,MAHARASHTRA,NANDED,Ardhapur,Delub (Bk.)
431801,MAHARASHTRA,NANDED,Bhokar,Ballal
431802,MAHARASHTRA,NANDED,Himayatnagar,Parwa (Bk)
431803,MAHARASHTRA,NANDED,Kinwat,AndBori Tanda
431804,MAHARASHTRA,NANDED,Kinwat,Bhimpur
431805,MAHARASHTRA,NANDED,Bhokar,Amdari
431806,MAHARASHTRA,NANDED,Mudkhed,Daregaonwadi
431807,MAHARASHTRA,NANDED,Umri,Bijegaon
431808,MAHARASHTRA,NANDED,Bhokar,Amdari
